*	alice29.txt=2.785329835010767,cp.html=3.1398790864012365,asyoulik.txt=2.1760912590556813,fields.c=3.7151673578484576,grammar.lsp=2.732393759822968,lcet10.txt=3.814913181275074,plrabn12.txt=2.0,xargs.1=1.8450980400142567,8
adept*	lcet10.txt=1.0,1
adequate*	lcet10.txt=1.6989700043360187,1
adequately*	lcet10.txt=1.0,1
ades*	plrabn12.txt=1.0,1
adhere*	plrabn12.txt=1.3010299956639813,1
adherents*	plrabn12.txt=1.3010299956639813,1
adhesion*	lcet10.txt=1.0,1
adieu*	asyoulik.txt=1.6020599913279623,1
adjacency*	lcet10.txt=1.0,1
adjectives*	lcet10.txt=1.0,1
adjoined*	plrabn12.txt=1.0,1
adjourn*	alice29.txt=1.0,lcet10.txt=1.0,plrabn12.txt=1.0,3
adjudgd*	plrabn12.txt=1.0,1
adjudged*	plrabn12.txt=1.3010299956639813,1
adjunct*	grammar.lsp=1.7781512503836434,1
adjust*	lcet10.txt=1.0,1
adjusted*	lcet10.txt=1.0,1
adjusting*	lcet10.txt=1.0,1
adjustment*	lcet10.txt=1.0,1
adjustments*	lcet10.txt=1.7781512503836434,1
administration*	lcet10.txt=1.8450980400142567,1
administrative*	lcet10.txt=1.3010299956639813,1
administratively*	lcet10.txt=1.0,1
administrator*	lcet10.txt=1.0,1
admiration*	plrabn12.txt=1.6020599913279623,1
admire*	plrabn12.txt=1.4771212547196624,1
admired*	asyoulik.txt=1.0,plrabn12.txt=1.8450980400142567,2
admirest*	plrabn12.txt=1.0,1
admiring*	plrabn12.txt=1.6989700043360187,1
admissibility*	lcet10.txt=1.0,1
admission*	lcet10.txt=1.0,1
admit*	plrabn12.txt=1.4771212547196624,1
admitting*	plrabn12.txt=1.0,1
admonish*	plrabn12.txt=1.0,1
admonished*	plrabn12.txt=1.3010299956639813,1
admonishment*	plrabn12.txt=1.0,1
adn*	plrabn12.txt=1.0,1
adonis*	plrabn12.txt=1.3010299956639813,1
adopted*	asyoulik.txt=1.0,lcet10.txt=1.3010299956639813,plrabn12.txt=1.0,3
adopting*	lcet10.txt=1.3010299956639813,1
adoption*	alice29.txt=1.0,lcet10.txt=1.4771212547196624,2
adoration*	asyoulik.txt=1.0,plrabn12.txt=1.6020599913279623,2
adore*	plrabn12.txt=2.0791812460476247,1
adored*	plrabn12.txt=1.6989700043360187,1
adorers*	plrabn12.txt=1.0,1
adoring*	plrabn12.txt=1.0,1
adorn*	plrabn12.txt=1.4771212547196624,1
adorned*	plrabn12.txt=2.1461280356782377,1
adorns*	plrabn12.txt=1.0,1
adramelech*	plrabn12.txt=1.0,1
adria*	plrabn12.txt=1.0,1
adriana*	cp.html=1.0,1
adrift*	plrabn12.txt=1.0,1
adroit*	lcet10.txt=1.0,1
adult*	lcet10.txt=1.4771212547196624,1
adulterous*	plrabn12.txt=1.0,1
adultery*	plrabn12.txt=1.0,1
adust*	plrabn12.txt=1.0,1
adusted*	plrabn12.txt=1.0,1
advance*	alice29.txt=1.4771212547196624,lcet10.txt=1.6020599913279623,plrabn12.txt=1.8450980400142567,3
advanced*	lcet10.txt=1.9542425094393248,plrabn12.txt=2.0791812460476247,2
advancement*	lcet10.txt=1.6989700043360187,1
advances*	lcet10.txt=1.4771212547196624,1
advancing*	asyoulik.txt=1.0,lcet10.txt=1.3010299956639813,plrabn12.txt=1.0,3
advantage*	alice29.txt=1.4771212547196624,lcet10.txt=1.9542425094393248,plrabn12.txt=1.7781512503836434,3
advantageous*	plrabn12.txt=1.0,1
advantages*	lcet10.txt=2.230448921378274,plrabn12.txt=1.3010299956639813,2
adventure*	asyoulik.txt=1.3010299956639813,plrabn12.txt=1.4771212547196624,2
adventurer*	plrabn12.txt=1.0,1
adventures*	alice29.txt=1.7781512503836434,1
adventuresbeginning*	alice29.txt=1.0,1
adventurous*	plrabn12.txt=1.6989700043360187,1
adversary*	plrabn12.txt=1.7781512503836434,1
adversaryserpent*	plrabn12.txt=1.0,1
adverse*	plrabn12.txt=1.9542425094393248,1
adversity*	asyoulik.txt=1.0,1
advice*	alice29.txt=1.3010299956639813,lcet10.txt=1.3010299956639813,plrabn12.txt=1.3010299956639813,3
advisable*	alice29.txt=1.3010299956639813,1
advise*	alice29.txt=1.0,lcet10.txt=1.0,plrabn12.txt=1.9030899869919433,3
advised*	lcet10.txt=1.0,plrabn12.txt=1.3010299956639813,2
adviser*	lcet10.txt=1.6020599913279623,1
advising*	plrabn12.txt=1.0,1
advisory*	lcet10.txt=1.6020599913279623,1
advocate*	lcet10.txt=1.0,plrabn12.txt=1.0,2
advocated*	lcet10.txt=1.7781512503836434,1
advocates*	lcet10.txt=1.4771212547196624,1
aegaean*	plrabn12.txt=1.0,1
aeneid*	lcet10.txt=1.0,1
aereal*	plrabn12.txt=1.6020599913279623,1
aery*	plrabn12.txt=1.9030899869919433,1
aerylight*	plrabn12.txt=1.0,1
aeschylus*	lcet10.txt=1.0,1
aesthetic*	lcet10.txt=1.0,1
aesthetics*	lcet10.txt=1.3010299956639813,1
aetna*	plrabn12.txt=1.0,1
afer*	plrabn12.txt=1.0,1
affable*	plrabn12.txt=1.3010299956639813,1
affair*	alice29.txt=1.0,1
affairs*	asyoulik.txt=1.3010299956639813,lcet10.txt=1.3010299956639813,plrabn12.txt=1.0,3
affect*	lcet10.txt=2.0,plrabn12.txt=1.3010299956639813,2
affected*	lcet10.txt=1.3010299956639813,1
affecting*	lcet10.txt=1.8450980400142567,plrabn12.txt=1.4771212547196624,2
affection*	asyoulik.txt=1.4771212547196624,1
affectionately*	alice29.txt=1.0,1
affections*	asyoulik.txt=1.0,1
affects*	lcet10.txt=1.3010299956639813,plrabn12.txt=1.0,2
affiliated*	lcet10.txt=1.3010299956639813,1
affiliations*	lcet10.txt=1.0,1
affirm*	plrabn12.txt=1.3010299956639813,1
afflict*	asyoulik.txt=1.0,1
afflicted*	plrabn12.txt=1.6020599913279623,1
afflicting*	plrabn12.txt=1.0,1
affliction*	plrabn12.txt=1.0,1
afflicts*	plrabn12.txt=1.0,1
afford*	alice29.txt=1.0,lcet10.txt=1.6020599913279623,plrabn12.txt=1.6020599913279623,3
affordable*	lcet10.txt=1.6989700043360187,1
afforded*	lcet10.txt=1.0,1
affords*	plrabn12.txt=1.0,1
affrighted*	plrabn12.txt=1.0,1
affront*	plrabn12.txt=1.3010299956639813,1
affronts*	plrabn12.txt=1.0,1
afloat*	plrabn12.txt=1.0,1
afore*	alice29.txt=1.0,1
afraid*	alice29.txt=2.0791812460476247,plrabn12.txt=1.4771212547196624,2
afresh*	plrabn12.txt=1.0,1
afric*	plrabn12.txt=1.0,1
africanamerican*	lcet10.txt=1.3010299956639813,1
after*	alice29.txt=2.6232492903979003,asyoulik.txt=2.1760912590556813,lcet10.txt=2.322219294733919,plrabn12.txt=2.740362689494244,4
afterbands*	plrabn12.txt=1.0,1
afternoon*	lcet10.txt=1.4771212547196624,1
afternoons*	plrabn12.txt=1.0,1
aftertime*	alice29.txt=1.0,1
aftertimes*	plrabn12.txt=1.0,1
afterwards*	alice29.txt=1.3010299956639813,1
again*	alice29.txt=2.9084850188786495,asyoulik.txt=2.230448921378274,lcet10.txt=2.113943352306837,plrabn12.txt=2.0791812460476247,4
againbefore*	alice29.txt=1.0,1
against*	alice29.txt=1.9542425094393248,asyoulik.txt=2.1461280356782377,lcet10.txt=1.6020599913279623,plrabn12.txt=2.826074802700826,4
agape*	plrabn12.txt=1.0,1
age*	alice29.txt=1.6020599913279623,asyoulik.txt=1.9542425094393248,lcet10.txt=1.4771212547196624,plrabn12.txt=1.7781512503836434,4
agencies*	lcet10.txt=1.3010299956639813,1
agency*	lcet10.txt=1.4771212547196624,1
agenda*	lcet10.txt=1.0,1
agent*	lcet10.txt=1.0,1
agents*	plrabn12.txt=1.0,1
ages*	asyoulik.txt=1.3010299956639813,plrabn12.txt=1.9030899869919433,2
aggravate*	plrabn12.txt=1.3010299956639813,1
aggregate*	lcet10.txt=1.0,1
aggregated*	plrabn12.txt=1.0,1
aghast*	plrabn12.txt=1.0,1
agitation*	plrabn12.txt=1.0,1
ago*	alice29.txt=1.3010299956639813,asyoulik.txt=1.0,lcet10.txt=2.278753600952829,3
agonizing*	lcet10.txt=1.3010299956639813,1
agony*	plrabn12.txt=1.4771212547196624,alice29.txt=1.0,2
agra*	plrabn12.txt=1.0,1
agree*	alice29.txt=1.3010299956639813,1
agreed*	lcet10.txt=1.7781512503836434,1
agreement*	lcet10.txt=1.6989700043360187,1
agreements*	lcet10.txt=1.3010299956639813,1
agricultural*	lcet10.txt=2.3010299956639813,1
agriculture*	lcet10.txt=1.6020599913279623,1
agronomy*	lcet10.txt=1.0,1
agronomya*	lcet10.txt=1.0,1
aguera*	lcet10.txt=1.0,1
ah*	alice29.txt=1.6989700043360187,asyoulik.txt=1.0,plrabn12.txt=1.4771212547196624,3
ahaz*	plrabn12.txt=1.0,1
ahead*	lcet10.txt=1.3010299956639813,1
ahem*	alice29.txt=1.0,1
aialon*	plrabn12.txt=1.0,1
aid*	plrabn12.txt=2.322219294733919,1
aided*	plrabn12.txt=1.0,1
aids*	lcet10.txt=1.0,1
aiim*	lcet10.txt=2.322219294733919,1
aiimproposed*	lcet10.txt=1.0,1
aiims*	lcet10.txt=1.9542425094393248,1
aim*	alice29.txt=1.0,asyoulik.txt=1.0,lcet10.txt=1.3010299956639813,plrabn12.txt=1.6989700043360187,4
aimed*	plrabn12.txt=1.3010299956639813,1
aimest*	plrabn12.txt=1.0,1
aiming*	lcet10.txt=1.0,1
aims*	lcet10.txt=1.0,plrabn12.txt=1.0,2
air*	asyoulik.txt=1.0,alice29.txt=2.1461280356782377,plrabn12.txt=2.963787827345555,3
aired*	lcet10.txt=1.0,1
airport*	lcet10.txt=1.0,1
airs*	alice29.txt=1.0,plrabn12.txt=1.6989700043360187,2
airy*	plrabn12.txt=1.6020599913279623,1
ala*	cp.html=1.0,1
alabaster*	plrabn12.txt=1.0,1
alack*	asyoulik.txt=1.0,1
alacrity*	plrabn12.txt=1.0,1
aladule*	plrabn12.txt=1.0,1
alan*	lcet10.txt=1.3010299956639813,1
alana*	cp.html=1.0,1
alarm*	alice29.txt=1.3010299956639813,plrabn12.txt=1.4771212547196624,2
alarmed*	alice29.txt=1.0,plrabn12.txt=1.3010299956639813,2
alas*	alice29.txt=1.6020599913279623,asyoulik.txt=1.8450980400142567,plrabn12.txt=1.3010299956639813,3
albeit*	asyoulik.txt=1.3010299956639813,lcet10.txt=1.0,2
alcairo*	plrabn12.txt=1.0,1
alchemist*	plrabn12.txt=1.0,1
alchemy*	plrabn12.txt=1.0,1
alcides*	plrabn12.txt=1.0,1
alcinous*	plrabn12.txt=1.3010299956639813,1
alderman*	lcet10.txt=1.0,1
aleian*	plrabn12.txt=1.0,1
alerts*	lcet10.txt=1.3010299956639813,1
alexander*	lcet10.txt=1.0,1
alexandria*	lcet10.txt=1.3010299956639813,1
algebra*	lcet10.txt=1.0,1
algiers*	plrabn12.txt=1.0,1
algorithm*	lcet10.txt=1.0,1
algorithms*	cp.html=1.0,lcet10.txt=1.6989700043360187,2
alice*	alice29.txt=3.5854607295085006,1
aliceand*	alice29.txt=1.0,1
alices*	alice29.txt=2.0791812460476247,1
alien*	plrabn12.txt=1.0,1
aliena*	asyoulik.txt=1.8450980400142567,1
alienate*	plrabn12.txt=1.0,1
alienated*	plrabn12.txt=1.4771212547196624,1
alighted*	plrabn12.txt=1.0,1
alights*	plrabn12.txt=1.0,1
alike*	plrabn12.txt=2.1461280356782377,lcet10.txt=1.0,2
alimental*	plrabn12.txt=1.0,1
alistaira*	cp.html=1.0,1
alive*	alice29.txt=1.4771212547196624,lcet10.txt=1.0,plrabn12.txt=1.0,3
all*	cp.html=1.3010299956639813,alice29.txt=3.255272505103306,asyoulik.txt=2.963787827345555,fields.c=1.0,lcet10.txt=3.103803720955957,plrabn12.txt=3.8407332346118066,6
allay*	plrabn12.txt=1.0,1
allayed*	plrabn12.txt=1.3010299956639813,1
allbearing*	plrabn12.txt=1.0,1
allbounteous*	plrabn12.txt=1.0,1
allcheering*	plrabn12.txt=1.0,1
allconquering*	plrabn12.txt=1.0,1
alleged*	plrabn12.txt=1.0,1
allegiance*	lcet10.txt=1.0,plrabn12.txt=1.3010299956639813,2
allegro*	grammar.lsp=1.3010299956639813,1
allen*	lcet10.txt=1.0,1
allena*	cp.html=1.0,1
allenbrownvm*	lcet10.txt=1.0,1
allenbrownvmbrownedu*	lcet10.txt=1.0,1
alleviates*	lcet10.txt=1.0,1
alleys*	plrabn12.txt=1.0,1
allies*	asyoulik.txt=1.0,1
allknowing*	plrabn12.txt=1.0,1
allmighttkast*	plrabn12.txt=1.0,1
allocated*	fields.c=1.7781512503836434,1
allotted*	plrabn12.txt=1.0,1
allottery*	asyoulik.txt=1.0,1
allow*	alice29.txt=1.4771212547196624,asyoulik.txt=1.0,lcet10.txt=2.1461280356782377,plrabn12.txt=1.0,4
allowance*	lcet10.txt=1.0,1
allowed*	lcet10.txt=1.6020599913279623,1
allowing*	lcet10.txt=1.7781512503836434,1
allows*	lcet10.txt=2.1760912590556813,asyoulik.txt=1.0,2
allpowerful*	plrabn12.txt=1.0,1
allruling*	plrabn12.txt=1.3010299956639813,1
alls*	asyoulik.txt=1.3010299956639813,1
allseeing*	plrabn12.txt=1.0,1
allsoftware*	lcet10.txt=1.0,1
alluded*	lcet10.txt=1.3010299956639813,1
allured*	plrabn12.txt=1.6020599913279623,1
allurement*	plrabn12.txt=1.0,1
alluring*	plrabn12.txt=1.0,1
allusion*	plrabn12.txt=1.0,lcet10.txt=1.3010299956639813,2
almansor*	plrabn12.txt=1.0,1
almighthand*	plrabn12.txt=1.0,1
almighty*	plrabn12.txt=2.4771212547196626,1
almightys*	plrabn12.txt=1.6020599913279623,1
almost*	alice29.txt=1.7781512503836434,asyoulik.txt=1.8450980400142567,lcet10.txt=2.0,plrabn12.txt=1.3010299956639813,4
aloft*	plrabn12.txt=1.9030899869919433,1
alone*	lcet10.txt=1.6020599913279623,alice29.txt=1.6020599913279623,asyoulik.txt=1.7781512503836434,plrabn12.txt=2.6020599913279625,4
along*	asyoulik.txt=1.9542425094393248,alice29.txt=1.6989700043360187,lcet10.txt=1.6989700043360187,plrabn12.txt=1.7781512503836434,4
alongcatch*	alice29.txt=1.0,1
aloof*	plrabn12.txt=1.3010299956639813,1
aloud*	alice29.txt=1.6989700043360187,plrabn12.txt=1.8450980400142567,2
alp*	plrabn12.txt=1.0,1
already*	asyoulik.txt=1.0,alice29.txt=1.3010299956639813,lcet10.txt=2.2552725051033056,plrabn12.txt=1.9030899869919433,4
also*	alice29.txt=1.3010299956639813,asyoulik.txt=1.0,lcet10.txt=3.0791812460476247,plrabn12.txt=2.6232492903979003,xargs.1=1.3010299956639813,5
altar*	plrabn12.txt=1.9542425094393248,1
altars*	plrabn12.txt=1.4771212547196624,1
alter*	plrabn12.txt=1.0,1
alteration*	plrabn12.txt=1.3010299956639813,1
altered*	alice29.txt=1.0,plrabn12.txt=1.4771212547196624,2
altern*	plrabn12.txt=1.0,1
alternate*	lcet10.txt=1.0,plrabn12.txt=1.0,2
alternately*	alice29.txt=1.0,1
alternative*	lcet10.txt=1.7781512503836434,1
alternatives*	lcet10.txt=1.4771212547196624,1
although*	asyoulik.txt=1.3010299956639813,lcet10.txt=2.568201724066995,plrabn12.txt=1.0,3
altogether*	alice29.txt=1.6989700043360187,asyoulik.txt=1.3010299956639813,2
altos*	lcet10.txt=1.3010299956639813,1
always*	alice29.txt=2.0791812460476247,asyoulik.txt=1.0,lcet10.txt=2.113943352306837,plrabn12.txt=1.8450980400142567,4
am*	grammar.lsp=1.3010299956639813,alice29.txt=2.1760912590556813,asyoulik.txt=2.8692317197309762,lcet10.txt=3.1931245983544616,plrabn12.txt=2.414973347970818,5
amain*	plrabn12.txt=1.6020599913279623,1
amalgamation*	lcet10.txt=1.0,1
amalthea*	plrabn12.txt=1.0,1
amara*	plrabn12.txt=1.0,1
amarant*	plrabn12.txt=1.3010299956639813,1
amarantine*	plrabn12.txt=1.0,1
amateur*	lcet10.txt=1.0,1
amaze*	asyoulik.txt=1.0,plrabn12.txt=1.3010299956639813,2
amazed*	plrabn12.txt=1.7781512503836434,1
amazement*	plrabn12.txt=1.4771212547196624,1
amazonian*	plrabn12.txt=1.0,1
amber*	plrabn12.txt=1.3010299956639813,1
ambience*	lcet10.txt=1.0,1
ambient*	plrabn12.txt=1.3010299956639813,1
ambiguous*	plrabn12.txt=1.4771212547196624,1
ambition*	alice29.txt=1.0,asyoulik.txt=1.3010299956639813,plrabn12.txt=1.9030899869919433,3
ambitious*	plrabn12.txt=1.6020599913279623,asyoulik.txt=1.3010299956639813,2
ambles*	asyoulik.txt=1.4771212547196624,1
ambroses*	lcet10.txt=1.0,1
ambrosia*	plrabn12.txt=1.0,1
ambrosial*	plrabn12.txt=1.9542425094393248,1
ambush*	plrabn12.txt=1.3010299956639813,1
amen*	asyoulik.txt=1.0,1
amenable*	lcet10.txt=1.0,1
amends*	plrabn12.txt=1.3010299956639813,1
amerced*	plrabn12.txt=1.0,1
america*	lcet10.txt=1.4771212547196624,1
american*	lcet10.txt=2.7993405494535812,plrabn12.txt=1.0,2
amiable*	plrabn12.txt=1.4771212547196624,1
amiably*	plrabn12.txt=1.0,1
amid*	plrabn12.txt=2.0,1
amidst*	plrabn12.txt=2.0791812460476247,1
amiens*	asyoulik.txt=2.230448921378274,1
amity*	plrabn12.txt=1.4771212547196624,1
ammiral*	plrabn12.txt=1.0,1
ammon*	plrabn12.txt=1.0,1
ammonian*	plrabn12.txt=1.0,1
ammonite*	plrabn12.txt=1.0,1
amnona*	cp.html=1.0,1
among*	alice29.txt=2.0791812460476247,asyoulik.txt=1.0,lcet10.txt=2.568201724066995,plrabn12.txt=2.8195439355418683,4
amongst*	asyoulik.txt=1.3010299956639813,plrabn12.txt=1.0,2
amorous*	plrabn12.txt=1.9542425094393248,1
amortized*	lcet10.txt=1.4771212547196624,1
amount*	lcet10.txt=2.278753600952829,1
amounted*	lcet10.txt=1.0,1
amounts*	lcet10.txt=1.7781512503836434,1
amphisbaena*	plrabn12.txt=1.0,1
ample*	plrabn12.txt=1.9030899869919433,1
ampler*	plrabn12.txt=1.3010299956639813,1
amplest*	plrabn12.txt=1.0,1
amplitude*	plrabn12.txt=1.0,1
amply*	plrabn12.txt=1.3010299956639813,1
amrams*	plrabn12.txt=1.0,1
ams*	lcet10.txt=2.5314789170422554,1
amused*	plrabn12.txt=1.3010299956639813,1
an*	cp.html=1.0,alice29.txt=2.7558748556724915,asyoulik.txt=2.633468455579586,fields.c=1.0,grammar.lsp=1.0,lcet10.txt=3.4756711883244296,plrabn12.txt=2.4913616938342726,xargs.1=1.0,8
analog*	lcet10.txt=2.0,1
analogous*	lcet10.txt=1.0,1
analogy*	lcet10.txt=1.0,1
analyses*	lcet10.txt=1.4771212547196624,1
analysis*	cp.html=1.0,lcet10.txt=2.380211241711606,2
analyst*	lcet10.txt=1.0,1
analytic*	lcet10.txt=1.0,1
analytical*	lcet10.txt=1.3010299956639813,1
analyze*	lcet10.txt=1.6020599913279623,1
analyzed*	lcet10.txt=1.3010299956639813,plrabn12.txt=1.0,2
analyzer*	lcet10.txt=1.0,1
analyzing*	lcet10.txt=1.0,1
anarch*	plrabn12.txt=1.0,1
anarchy*	plrabn12.txt=1.4771212547196624,1
anatomize*	asyoulik.txt=1.0,1
anatomized*	asyoulik.txt=1.0,1
ancestor*	plrabn12.txt=1.4771212547196624,1
ancestors*	plrabn12.txt=1.0,1
anchor*	plrabn12.txt=1.0,1
anchors*	plrabn12.txt=1.0,1
ancient*	alice29.txt=1.0,plrabn12.txt=2.041392685158225,lcet10.txt=1.6989700043360187,3
anciently*	plrabn12.txt=1.0,1
ancillary*	lcet10.txt=1.0,1
and*	lcet10.txt=4.241795431295198,alice29.txt=3.926342446625655,asyoulik.txt=3.839478047374198,cp.html=2.4771212547196626,fields.c=1.6989700043360187,grammar.lsp=1.4771212547196624,plrabn12.txt=4.532244643626582,xargs.1=2.0,8
andbutter*	alice29.txt=1.0,1
andin*	asyoulik.txt=1.0,1
andoh*	alice29.txt=1.3010299956639813,1
andor*	lcet10.txt=1.6989700043360187,1
andre*	lcet10.txt=2.0791812460476247,1
andreasa*	cp.html=1.0,1
andrewa*	cp.html=1.0,1
androlled*	plrabn12.txt=1.0,1
andromeda*	plrabn12.txt=1.0,1
anecdotal*	lcet10.txt=1.6020599913279623,1
anemic*	lcet10.txt=1.0,1
angel*	plrabn12.txt=2.6901960800285134,1
angelguest*	plrabn12.txt=1.0,1
angelical*	plrabn12.txt=1.3010299956639813,1
angelick*	plrabn12.txt=2.2041199826559246,1
angels*	plrabn12.txt=2.6532125137753435,1
angelwings*	plrabn12.txt=1.0,1
anger*	asyoulik.txt=1.3010299956639813,alice29.txt=1.3010299956639813,plrabn12.txt=2.113943352306837,3
angers*	plrabn12.txt=1.0,1
angola*	plrabn12.txt=1.0,1
angrily*	alice29.txt=1.9542425094393248,1
angry*	alice29.txt=1.6989700043360187,asyoulik.txt=1.0,plrabn12.txt=1.6989700043360187,3
anguish*	plrabn12.txt=1.7781512503836434,1
anight*	asyoulik.txt=1.0,1
anima*	lcet10.txt=1.0,1
animal*	alice29.txt=1.0,asyoulik.txt=1.0,plrabn12.txt=1.3010299956639813,3
animals*	alice29.txt=1.6989700043360187,asyoulik.txt=1.3010299956639813,plrabn12.txt=1.0,3
animate*	plrabn12.txt=1.3010299956639813,1
ann*	alice29.txt=1.6020599913279623,1
anne*	lcet10.txt=1.8450980400142567,1
annenbergcpb*	lcet10.txt=1.3010299956639813,1
annexed*	plrabn12.txt=1.0,1
annihilating*	plrabn12.txt=1.0,1
annotated*	lcet10.txt=1.3010299956639813,1
annotation*	lcet10.txt=1.6020599913279623,1
annotations*	lcet10.txt=1.3010299956639813,1
announced*	lcet10.txt=1.0,1
announcement*	lcet10.txt=1.0,1
annoy*	alice29.txt=1.0,plrabn12.txt=1.3010299956639813,2
annoyed*	alice29.txt=1.0,1
annsi*	cp.html=1.0,1
annual*	lcet10.txt=1.3010299956639813,plrabn12.txt=1.4771212547196624,2
annuls*	plrabn12.txt=1.0,1
anointed*	plrabn12.txt=1.9030899869919433,1
anomalies*	lcet10.txt=1.0,1
anon*	asyoulik.txt=1.0,plrabn12.txt=2.0,2
another*	alice29.txt=2.342422680822206,asyoulik.txt=2.1760912590556813,lcet10.txt=2.6127838567197355,plrabn12.txt=2.278753600952829,4
anothers*	plrabn12.txt=1.3010299956639813,1
ansi*	lcet10.txt=1.8450980400142567,1
ansiaiim*	lcet10.txt=1.6989700043360187,1
answer*	alice29.txt=1.9542425094393248,asyoulik.txt=1.9542425094393248,lcet10.txt=1.6020599913279623,plrabn12.txt=1.9030899869919433,4
answerable*	plrabn12.txt=1.3010299956639813,1
answerd*	asyoulik.txt=1.0,1
answered*	plrabn12.txt=2.3010299956639813,alice29.txt=1.6020599913279623,asyoulik.txt=1.3010299956639813,lcet10.txt=1.0,4
answeredleader*	plrabn12.txt=1.0,1
answering*	plrabn12.txt=1.6989700043360187,1
answers*	alice29.txt=1.0,asyoulik.txt=1.3010299956639813,lcet10.txt=1.4771212547196624,3
answersbi*	cp.html=1.0,1
antagonist*	plrabn12.txt=1.3010299956639813,1
antarctick*	plrabn12.txt=1.0,1
antedating*	lcet10.txt=1.0,1
anthropological*	lcet10.txt=1.0,1
anticipate*	lcet10.txt=1.4771212547196624,1
anticipated*	lcet10.txt=1.6020599913279623,1
anticipates*	lcet10.txt=1.0,1
anticipating*	lcet10.txt=1.3010299956639813,1
antipathies*	alice29.txt=1.0,1
antipathy*	plrabn12.txt=1.0,1
antique*	asyoulik.txt=1.3010299956639813,1
antiquity*	asyoulik.txt=1.0,lcet10.txt=1.0,2
antonioa*	cp.html=1.0,1
anxiety*	lcet10.txt=1.4771212547196624,1
anxious*	alice29.txt=1.4771212547196624,plrabn12.txt=1.0,2
anxiously*	lcet10.txt=1.0,alice29.txt=2.1461280356782377,2
any*	alice29.txt=2.591064607026499,asyoulik.txt=2.4913616938342726,grammar.lsp=1.3010299956639813,lcet10.txt=2.643452676486187,plrabn12.txt=2.0,xargs.1=1.6020599913279623,6
anybody*	lcet10.txt=1.3010299956639813,1
anybodys*	lcet10.txt=1.0,1
anyone*	lcet10.txt=1.6989700043360187,plrabn12.txt=1.0,2
anything*	alice29.txt=2.278753600952829,cp.html=1.0,lcet10.txt=2.1760912590556813,3
anywhere*	alice29.txt=1.0,lcet10.txt=1.3010299956639813,2
aonian*	plrabn12.txt=1.0,1
apace*	asyoulik.txt=1.3010299956639813,plrabn12.txt=1.0,2
apart*	lcet10.txt=1.3010299956639813,asyoulik.txt=1.3010299956639813,plrabn12.txt=1.0,3
apathy*	plrabn12.txt=1.0,1
ape*	asyoulik.txt=1.0,plrabn12.txt=1.0,2
apiece*	alice29.txt=1.0,1
apish*	asyoulik.txt=1.0,1
apocalypse*	plrabn12.txt=1.0,1
apology*	plrabn12.txt=1.0,1
apostasy*	plrabn12.txt=1.0,1
apostate*	plrabn12.txt=1.6989700043360187,1
apostates*	plrabn12.txt=1.0,1
apostles*	plrabn12.txt=1.0,1
appaid*	plrabn12.txt=1.0,1
apparatus*	lcet10.txt=1.4771212547196624,1
apparel*	asyoulik.txt=1.4771212547196624,1
apparent*	plrabn12.txt=1.3010299956639813,1
apparition*	plrabn12.txt=1.3010299956639813,1
appeal*	lcet10.txt=1.3010299956639813,1
appealed*	alice29.txt=1.0,1
appealing*	lcet10.txt=1.4771212547196624,1
appear*	lcet10.txt=2.0,alice29.txt=1.3010299956639813,asyoulik.txt=1.0,plrabn12.txt=2.278753600952829,4
appearance*	plrabn12.txt=1.0,alice29.txt=1.0,2
appearances*	plrabn12.txt=1.3010299956639813,1
appeard*	plrabn12.txt=1.4771212547196624,1
appeared*	alice29.txt=1.9030899869919433,lcet10.txt=1.6989700043360187,plrabn12.txt=2.462397997898956,3
appearing*	alice29.txt=1.0,plrabn12.txt=1.0,2
appears*	lcet10.txt=1.7781512503836434,asyoulik.txt=1.0,plrabn12.txt=2.041392685158225,3
appease*	plrabn12.txt=1.8450980400142567,1
appeased*	plrabn12.txt=1.4771212547196624,1
appendix*	lcet10.txt=1.8450980400142567,1
appertain*	plrabn12.txt=1.0,1
appertains*	plrabn12.txt=1.0,1
appetence*	plrabn12.txt=1.0,1
appetite*	plrabn12.txt=2.0791812460476247,1
applauded*	plrabn12.txt=1.0,1
applause*	plrabn12.txt=1.6020599913279623,alice29.txt=1.0,asyoulik.txt=1.0,3
apple*	plrabn12.txt=1.0,lcet10.txt=1.7781512503836434,2
apples*	alice29.txt=1.3010299956639813,plrabn12.txt=1.0,2
applicability*	lcet10.txt=1.0,1
applicable*	lcet10.txt=1.0,1
applicant*	lcet10.txt=1.0,1
application*	lcet10.txt=2.361727836017593,1
applications*	lcet10.txt=2.505149978319906,1
applied*	plrabn12.txt=1.4771212547196624,lcet10.txt=1.6989700043360187,2
apply*	asyoulik.txt=1.0,lcet10.txt=1.9030899869919433,plrabn12.txt=1.3010299956639813,3
applying*	lcet10.txt=1.3010299956639813,1
appoint*	plrabn12.txt=1.0,1
appointed*	asyoulik.txt=1.0,plrabn12.txt=1.8450980400142567,2
appoints*	plrabn12.txt=1.0,1
appreciation*	lcet10.txt=1.0,1
appreciative*	lcet10.txt=1.0,1
apprehend*	plrabn12.txt=1.3010299956639813,1
apprehended*	plrabn12.txt=1.0,1
apprehension*	plrabn12.txt=1.3010299956639813,1
approach*	asyoulik.txt=1.3010299956639813,lcet10.txt=2.0791812460476247,plrabn12.txt=2.113943352306837,3
approachd*	asyoulik.txt=1.0,1
